#OTU_ID	BIOME110807	BIOME110803	BIOME111127	BIOME111123	BIOME109532	BIOME104803	BIOME109536	BIOME104766	BIOME104762	BIOME109020	BIOME109921	BIOME109028	BIOME110446	BIOME110442	BIOME109040	BIOME109048	BIOME111135	BIOME109528	BIOME104778	BIOME111226	BIOME109520	BIOME104770	BIOME109524	BIOME104774	BIOME110691	BIOME110510	BIOME110695	BIOME110514	BIOME110699	BIOME109913	BIOME110518	BIOME109917	BIOME109036	BIOME110450	BIOME109032	BIOME110454	BIOME110921	BIOME110458	BIOME111300	BIOME111304	BIOME111147	BIOME111143	BIOME111256	BIOME109516	BIOME109299	BIOME109291	BIOME109287	BIOME110426	BIOME110819	BIOME110422	BIOME109864	BIOME110811	BIOME109860	BIOME110815	BIOME111151	BIOME109872	BIOME104795	BIOME109876	BIOME104791	BIOME110867	BIOME110438	BIOME111272	BIOME109575	BIOME110482	BIOME109571	BIOME110522	BIOME109884	BIOME110526	BIOME109880	BIOME110879	BIOME110875	BIOME110871	BIOME111264	BIOME111260	BIOME109868	BIOME109567	BIOME109583	BIOME110799	BIOME109587	BIOME110719	BIOME110847	BIOME110715	BIOME110711	BIOME109950	BIOME109307	BIOME109303	BIOME109551	BIOME109555	BIOME111107	BIOME109942	BIOME110703	BIOME109946	BIOME110707	BIOME109007	BIOME110462	BIOME109004	BIOME110913	BIOME110466	BIOME109701	BIOME111131	BIOME109705	BIOME109709	BIOME109544	BIOME109540	BIOME111111	BIOME111115	BIOME111222	BIOME104758	BIOME109934	BIOME110909	BIOME109016	BIOME110901	BIOME109938
Oceanimonas_smirnovii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella_paramesenteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_sp.C150	0	0	2	1	0	1	1	2	0	1	0	1	2	0	12	0	0	0	1	0	2	11	1	0	1	0	21	8	0	23	0	1	0	1	7	1	1	0	3	0	1	0	6	1	0	0	2	0	0	1	0	1	0	3	1	1	1	11	0	0	0	0	0	0	0	0	1	0	0	0	22	0	0	2	0	7	1	0	6	1	0	0	2	2	0	0	0	0	1	0	3	1	1	1	1	1	0	0	0	0	0	0	3	1	0	0	0	2	1	0	8	0	0
Streptococcus_sanguinis	2	1	0	3	0	0	0	0	0	1	0	2	2	0	2	0	0	0	2	1	1	3	1	0	0	0	2	7	0	3	2	0	0	1	6	0	1	1	1	0	0	0	3	1	0	1	0	0	0	0	0	0	0	2	0	1	2	5	1	0	1	1	0	0	0	1	1	0	0	2	8	0	0	0	0	3	1	0	2	2	0	0	0	6	0	0	0	0	1	0	8	0	2	0	0	0	0	0	0	0	0	0	5	1	1	0	0	1	0	2	1	1	0
Vibrio_sp.EJY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kingella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerofustis_stercorihominis	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	2	0	0	2	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	7	0	0	0	0
Atopobium_parvulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bilophila_wadsworthia	2	0	31	25	2	20	3	0	31	22	54	0	0	1	0	5	0	43	35	189	1	0	31	24	0	0	15	0	8	6	27	0	14	1	42	0	33	0	5	0	0	0	0	0	0	9	6	0	0	44	15	5	0	0	2	0	11	0	49	0	0	0	0	12	10	42	0	25	1	0	0	0	0	0	0	0	37	32	0	0	3	15	1	0	9	0	36	81	5	79	0	0	0	7	0	31	1	6	11	0	4	0	0	3	1	15	0	43	0	10	5	70	17
Fusobacterium_sp.4-1-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bilophila_sp.4-1-30	1	0	1	1	0	2	7	0	3	4	8	0	0	0	0	0	0	8	4	25	0	0	0	5	0	0	1	0	0	1	5	0	3	3	3	0	2	0	0	0	0	0	0	0	0	2	0	0	2	1	4	0	1	0	3	0	0	0	5	0	0	0	0	1	4	7	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	0	0	0	3	4	23	11	0	2	0	0	0	3	0	2	0	0	4	0	0	5	0	0	0	7	0	1	1	4	4
Lachnospiraceae_sp.OralTaxon107F0167	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides_merdae	356	42	74	38	425	261	1	1022	117	192	1599	6	133	137	189	811	0	1789	715	2	22	360	210	591	195	236	26	41	91	44	99	4	437	156	41	67	479	115	24	0	43	375	69	59	64	61	135	0	0	367	63	87	1	38	0	6	568	37	1007	79	8	177	15	9	331	1935	0	709	0	0	6	333	1	6	0	86	540	244	233	121	40	14	1	15	1	240	230	195	231	74	145	1	0	81	100	187	0	275	56	1	0	61	105	2	77	29	671	85	0	1	199	155	22
Bacteroides_sp.3-1-19	23	0	3	0	4	8	6	1	1	4	2	0	4	6	0	2	5	0	1	2	0	0	1	0	16	6	0	0	3	0	4	0	4	1	0	1	5	1	0	0	2	0	1	1	1	0	5	0	0	7	0	2	2	3	0	0	5	0	9	0	0	5	0	4	3	140	4	0	3	3	0	1	2	3	0	0	3	3	0	6	0	0	0	0	0	14	9	1	2	0	2	3	4	1	0	2	1	4	3	1	2	1	1	3	8	2	2	3	5	6	1	6	0
Enterococcus_casseliflavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bilophila_	9	3	28	29	4	31	3	0	37	28	61	0	0	0	0	16	0	59	42	237	2	0	41	25	0	0	16	0	7	4	42	0	14	3	57	0	45	0	11	0	0	0	0	0	0	14	6	1	2	40	19	6	2	0	6	0	7	0	61	0	0	0	0	12	9	50	0	37	1	0	0	0	0	0	0	0	34	28	0	1	7	7	3	3	6	0	27	91	30	90	0	2	0	7	0	18	1	2	16	0	6	0	0	9	4	12	0	40	0	14	3	78	27
Eubacterium_eligens	52	2	0	0	1	21	3	28	68	17	42	3	2	2	8	22	22	28	9	29	0	8	33	12	20	31	2	10	8	2	4	0	30	0	1	5	114	0	0	13	0	0	2	12	3	0	27	0	0	21	2	0	3	1	2	0	2	0	2	2	0	9	1	44	10	52	1	58	14	1	0	1	23	3	0	11	8	1	8	2	5	0	0	1	4	14	41	58	12	6	12	18	3	25	4	12	15	24	17	29	0	1	17	0	3	8	107	38	0	17	1	6	3
Cronobacter_sakazakii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gardnerella_vaginalis	0	45	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_siraeum	435	52	17	52	17	492	796	9	27	37	754	43	73	1144	26	350	136	536	154	20	115	14	252	259	42	5	157	16	80	135	2	2	9	33	75	4	15	1	2	26	45	1	12	6	15	0	54	4	110	560	55	3	24	15	264	4	19	6	12	5	3	1	1	51	6	270	8	415	58	25	2	17	59	44	0	11	326	516	13	26	156	1	583	60	23	8	299	257	42	2	13	36	33	21	24	211	5	21	544	115	75	5	11	267	25	379	11	16	168	32	82	8	1
Citrobacter_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	1	0	0	0	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	41	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Riemerella_anatipestifer	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium_sp.3-1-5R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus_comes	132	1099	323	645	56	477	35	10	165	36	9	613	86	17	27	23	106	22	14	18	415	29	141	13	11	44	1124	18	143	583	9	1	42	196	287	66	638	20	8	21	7	15	11	12	12	10	37	0	3	514	38	16	41	16	5	16	72	5	57	32	4	23	6	60	34	94	9	10	92	16	8	148	248	17	0	26	39	446	34	46	33	1	2	281	9	4	76	16	188	17	15	146	15	90	1028	261	0	53	40	53	5	10	49	4	79	40	328	220	5	16	956	26	14
Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_coryniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_dentium	3	0	0	0	0	0	0	1	4	5	0	13	3	2	0	14	0	0	0	0	68	1	1	7	0	0	31	0	3	30	1	1	0	3	1	0	0	0	4	0	0	0	5	0	1	1	4	0	0	2	1	3	0	0	0	1	0	7	0	0	1	0	4	0	0	0	26	0	1	16	0	0	1	24	0	0	0	4	1	4	0	0	0	3	0	0	0	6	2	0	0	2	45	2	0	1	0	2	0	0	0	0	0	0	4	0	0	2	11	0	45	0	0
Sphingomonas_sp.LH128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfitobacterium_hafniense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Candidatus_Moranella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp.L2-50	63	11	12	10	30	19	6	11	132	9	3	3	3	0	18	13	4	7	13	10	4	11	37	17	1	15	10	4	20	5	12	1	25	7	5	17	10	6	6	8	1	11	2	2	4	0	9	0	1	59	14	2	14	4	3	3	18	2	14	8	2	31	2	13	27	21	18	3	2	4	2	13	8	19	0	7	22	2	13	1	11	1	1	11	3	0	50	11	17	4	7	6	9	78	7	130	92	25	7	5	0	8	12	1	11	15	7	111	6	75	5	9	0
Actinomyces_naeslundii	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
Filifactor_alocis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_aureus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
Streptococcus_pasteurianus	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	3	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Clostridium_bolteae	13	77	99	21	237	44	11	87	1	82	54	4	7	16	62	75	9	250	199	291	22	16	2	74	31	108	24	19	26	13	595	1	282	191	21	157	23	96	125	18	25	489	64	10	11	61	180	0	1	9	14	249	16	10	0	4	81	9	80	27	72	146	131	5	230	14	64	43	0	303	1	84	10	1563	0	25	137	31	52	309	6	29	4	3	3	10	1	173	106	73	12	17	48	3	63	2	0	30	8	1	6	27	40	9	321	24	34	0	11	10	34	886	48
Sutterella_wadsworthensis	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	77	0	1	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae	0	0	0	1	0	0	0	4	0	0	0	8	0	0	2	0	0	0	0	0	1	2	0	0	0	0	1	1	0	2	1	0	0	0	1	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Haemophilus_sp.oraltaxon851F0397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pediococcus_claussenii	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Propionibacterium_sp.5-U-42AFAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_leptum	166	38	191	613	18	109	51	1	75	19	179	13	80	6	2	552	22	44	579	117	356	3	27	367	64	60	83	1	52	13	17	10	61	24	23	255	299	51	12	9	40	37	8	32	70	22	170	6	1	34	40	25	141	48	34	3	33	2	26	4	9	279	6	16	12	141	80	165	69	69	5	20	57	863	0	1	13	46	4	44	40	371	19	26	17	141	20	93	151	294	8	5	178	10	7	54	9	16	19	11	14	4	5	11	30	85	1458	41	60	81	463	1196	81
Citrobacter_koseri	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_intermedia	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia_intestinalis	66	45	87	126	838	114	35	502	175	18	72	22	128	108	1287	803	140	62	430	1723	71	2965	82	103	24	515	55	271	56	22	16	3	1034	27	12	86	76	26	36	84	9	27	802	46	18	14	91	1	0	47	48	44	358	17	3	37	676	297	494	32	11	40	20	63	171	39	22	152	33	98	14	67	65	225	0	1620	183	17	1135	20	27	1	12	35	141	29	86	470	94	31	122	20	37	749	37	38	29	342	75	68	4	26	483	6	32	54	1041	121	17	308	69	323	19
Actinomyces_urogenitalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sp.D22	3	0	1	0	2	1	4	0	0	4	3	0	1	2	1	0	0	1	3	3	0	0	0	2	1	11	0	0	0	0	2	0	2	0	0	2	7	3	1	4	1	2	2	3	0	1	10	0	0	1	3	12	2	1	0	0	3	1	15	0	2	8	1	1	18	13	0	2	0	1	0	2	0	2	0	0	5	0	0	1	0	0	0	1	0	5	1	0	2	7	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	3	0	1	1	13	0
Slackia_exigua	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteroides_sp.D20	69	54	138	1	50	150	55	115	10	909	117	0	172	1674	43	139	207	98	95	2	1	43	18	57	110	129	9	30	447	1	26	0	454	115	17	110	187	367	62	31	27	906	8	24	7	104	465	0	2	30	287	66	11	14	10	2	118	8	1264	9	1	634	10	38	258	321	0	129	265	1	1	98	131	12	0	20	163	52	112	872	9	1	11	32	12	121	27	66	279	44	6	165	4	16	62	12	146	247	24	153	10	1	19	15	116	33	528	15	0	120	136	32	2
Coprobacillus_sp.8-2-54BFAA	4	3	1	3	3	4	1	1	0	0	4	2	4	0	7	2	3	4	2	1	1	4	0	4	1	2	1	1	2	2	0	0	0	1	1	2	4	0	0	1	4	0	2	2	2	0	2	0	0	0	1	0	7	7	1	267	2	1	1	1	0	0	2	12	0	2	0	1	3	0	2	1	1	0	0	4	0	0	5	2	3	0	0	1	0	0	1	2	1	1	1	2	0	1	3	0	0	2	9	1	0	134	0	0	1	6	0	1	0	0	0	1	1
Lactobacillus_mucosae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Aggregatibacter_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_albus	0	1	0	0	1	9	2	3	1	0	0	0	2	3	0	7	4	0	4	0	0	1	1	2	0	0	0	2	0	0	0	0	1	0	0	0	11	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	3	1	0	2	0	0	0	4	0	1	0	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	4	1	1	1	6	1	1	9	0	0	2	0	0	0	0	1	3	4	0	0	0
Ruminococcaceae_bacterium	15	9	7	9	18	10	54	10	16	24	25	14	22	5	12	10	21	14	32	4	27	12	27	10	61	12	29	11	27	10	14	0	18	15	18	3	79	6	10	2	10	4	5	17	20	6	15	8	6	26	21	3	8	32	16	15	11	1	8	2	1	5	0	9	4	13	73	12	13	219	2	3	43	113	0	14	9	13	9	61	8	7	27	7	2	31	18	26	16	33	5	13	34	21	11	20	3	27	8	21	18	12	9	19	8	9	42	36	70	20	37	47	8
Clostridium_saccharolyticum	0	2	0	0	0	4	0	3	6	2	3	4	3	2	1	4	0	2	4	13	3	3	9	1	0	0	5	1	1	2	2	0	0	2	1	4	1	2	0	3	1	0	4	0	0	0	0	0	0	7	1	0	1	1	0	0	3	1	0	1	1	0	0	0	0	0	4	3	1	2	1	5	6	1	0	0	1	0	3	0	1	1	1	3	0	0	7	5	4	1	2	3	1	5	0	9	0	1	0	1	0	0	2	0	2	0	1	8	0	7	2	5	0
