#OTU_ID	BIOME110807	BIOME110803	BIOME111127	BIOME111123	BIOME109532	BIOME104803	BIOME109536	BIOME104766	BIOME104762	BIOME109020	BIOME109921	BIOME109028	BIOME110446	BIOME110442	BIOME109040	BIOME109048	BIOME111135	BIOME109528	BIOME104778	BIOME111226	BIOME109520	BIOME104770	BIOME109524	BIOME104774	BIOME110691	BIOME110510	BIOME110695	BIOME110514	BIOME110699	BIOME109913	BIOME110518	BIOME109917	BIOME109036	BIOME110450	BIOME109032	BIOME110454	BIOME110921	BIOME110458	BIOME111300	BIOME111304	BIOME111147	BIOME111143	BIOME111256	BIOME109516	BIOME109299	BIOME109291	BIOME109287	BIOME110426	BIOME110819	BIOME110422	BIOME109864	BIOME110811	BIOME109860	BIOME110815	BIOME111151	BIOME109872	BIOME104795	BIOME109876	BIOME104791	BIOME110867	BIOME110438	BIOME111272	BIOME109575	BIOME110482	BIOME109571	BIOME110522	BIOME109884	BIOME110526	BIOME109880	BIOME110879	BIOME110875	BIOME110871	BIOME111264	BIOME111260	BIOME109868	BIOME109567	BIOME109583	BIOME110799	BIOME109587	BIOME110719	BIOME110847	BIOME110715	BIOME110711	BIOME109950	BIOME109307	BIOME109303	BIOME109551	BIOME109555	BIOME111107	BIOME109942	BIOME110703	BIOME109946	BIOME110707	BIOME109007	BIOME110462	BIOME109004	BIOME110913	BIOME110466	BIOME109701	BIOME111131	BIOME109705	BIOME109709	BIOME109544	BIOME109540	BIOME111111	BIOME111115	BIOME111222	BIOME104758	BIOME109934	BIOME110909	BIOME109016	BIOME110901	BIOME109938
Providencia_stuartii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_buchneri	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacteriaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turicibacter_	19	0	0	110	0	0	13	0	0	2	0	0	7	0	0	10	0	12	1	6	0	0	0	4	0	0	2	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	3	5	0	0	2	1	10	0	0	5	0	0	0	0	0	6	0	0	0	0	3	3	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1	6	17	0	0	0	0	2	0	1	0	2	4	0	1	0	0	0	0	6	0	4	3	0	0	0	0	0	1	7	0	0
Pediococcus_acidilactici	0	14	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phascolarctobacterium_sp.YIT12067	2	5	6	2	72	2	0	1	0	2	358	0	0	0	1	87	3	63	158	0	1	1	1	46	1	181	0	1	0	0	86	1	128	1	0	3	0	1	5	0	1	2	1	1	2	21	0	0	0	2	0	37	0	5	0	0	93	0	103	0	18	6	7	0	75	1	1	144	13	2	0	2	9	0	0	0	81	0	2	1	1	0	0	0	0	2	1	292	0	1	0	7	2	2	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	2	0
Lactobacillus_delbrueckii	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Clostridiales_sp.SM4/1	3	3	0	2	0	1	2	1	0	2	3	1	1	0	0	1	2	2	1	3	1	3	3	2	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	4	0	0	0	2	2	6	0	4	2	0	0	0	0	5	3	0	2	5	1	1	3	0	0	9	1	1	4	10	0	0	0	2	2	0	0	0	0	0	0	0	5	1	0	0	0	0	10	1	0	1	0	1	1	2	0	0	2	2	0	1	0	1	2	0	3	4	1
Oscillibacter_valericigenes	4	0	1	0	0	0	2	1	2	2	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Corynebacterium_propinquum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_cancerogenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_pallens	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_animalis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	34	0	0	0	0	34	0	0	0	1315	0	29	2892	1642	0	0	0	2	0	0	0	0	3888	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Enterobacter_hormaechei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium_	50	17	20	11	57	13	95	237	116	67	5	52	104	51	66	52	79	3	75	39	26	50	172	9	88	157	36	57	25	9	40	8	37	7	28	26	28	3	27	4	15	21	91	21	11	23	67	1	5	99	40	27	36	9	8	0	42	22	83	6	7	22	0	35	23	17	17	21	7	14	41	51	10	7	0	30	29	8	32	9	5	9	13	10	8	30	78	73	148	37	20	14	7	96	8	79	7	169	19	59	18	0	20	20	11	27	217	116	50	199	96	41	1
Bizionia_argentinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_sp.L17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_cecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_uniformis	51	41	95	0	89	91	33	70	9	347	59	0	24	262	18	76	237	57	73	1	2	28	5	28	45	194	4	9	169	0	12	0	324	48	1	47	125	75	73	34	16	177	2	10	3	107	208	0	1	28	161	69	34	11	10	0	142	4	1112	6	11	105	5	35	598	232	0	71	113	0	0	54	67	3	0	5	307	9	67	180	46	2	2	9	9	61	25	37	132	78	2	82	1	13	47	9	67	94	44	176	4	0	6	16	44	19	213	14	1	73	57	75	2
Streptococcus_parauberis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Methylophaga_thiooxydans	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp.HGF2	6	2	2	3	7	3	2	4	1	2	8	2	3	0	2	2	0	1	0	3	10	7	1	0	1	3	8	6	6	3	2	1	4	9	2	9	0	4	3	0	1	6	0	2	2	1	0	0	0	6	0	2	0	3	0	0	13	1	11	3	2	0	1	1	0	6	9	2	3	2	0	2	1	3	0	3	2	4	3	1	0	0	0	2	0	0	0	0	1	12	1	0	3	1	2	2	1	1	0	0	0	4	6	0	2	0	0	1	0	1	2	9	2
Eggerthella_sp.YY7918	5	0	1	3	0	0	0	0	1	0	0	2	0	0	0	0	3	0	1	0	0	0	1	1	0	0	15	0	0	0	2	0	0	0	2	1	2	0	1	0	0	0	0	0	0	2	0	0	0	2	0	4	1	0	1	0	0	0	0	6	6	1	3	4	0	0	0	0	4	0	0	1	4	0	0	0	0	5	0	2	1	0	2	1	0	0	1	0	1	0	0	1	1	0	1	1	0	0	3	1	3	1	0	0	0	3	1	2	0	0	3	0	0
Aggregatibacter_actinomycetemcomitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tropheryma_whipplei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_agalactiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_coprocola	1	1	0	0	0	34	18	14	2	2	115	0	10	31	0	26	28	56	27	0	1	2	2	23	2	8	0	0	0	2	3	0	5	2	1	16	10	32	0	3	0	112	0	0	1	5	4	1	0	8	2	3	0	0	22	1	9	0	12	0	0	98	1	1	9	9	7	57	3	2	0	6	0	7	0	1	6	9	3	34	2	0	1	0	0	2	1	12	5	11	0	1	5	1	1	2	5	0	5	10	5	0	1	14	1	0	6783	0	1	9	4	7	2
Desulfovibrio_desulfuricans	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_intermedius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_columbae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptobacillus_moniliformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium_mitsuokai	0	1	0	0	6	1259	1	0	0	43	0	0	39	2	0	0	1	0	0	0	0	0	0	0	0	7	0	0	147	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	47	0	0	0	1	0	6	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	105	1	0	0	0	0	0	36	0	0	0	0	0	0	0	0
Subdoligranulum_variabile	13	25	3	8	3	17	46	3	23	22	14	1	20	7	1	10	31	4	6	7	11	1	51	4	26	0	9	2	25	6	9	8	4	14	3	4	46	3	1	15	9	4	20	22	24	7	11	4	6	26	47	6	7	20	12	2	4	0	7	52	1	3	1	8	3	4	33	4	12	18	15	101	26	12	0	1	3	6	5	13	4	0	16	15	2	11	20	6	19	7	12	4	7	19	5	61	13	30	1	26	9	0	1	10	11	10	2	33	17	38	11	5	5
Lactobacillus_acidophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0
Streptococcus_sp.SK140-HPA1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Streptococcus_mitis	0	0	0	1	0	0	0	0	0	0	0	0	2	0	6	0	0	0	2	0	18	10	0	0	0	0	2	1	0	27	1	0	0	0	5	0	0	1	3	0	0	0	2	1	1	0	0	0	0	1	0	2	0	0	0	1	2	4	0	0	0	1	0	0	1	0	0	0	0	1	5	0	0	0	0	6	0	0	2	1	0	0	0	2	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	1	0	1	1	0	1
Lactobacillus_sakei	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia_dentocariosa	0	0	0	7	0	0	2	0	0	1	0	12	0	0	5	2	0	0	1	0	8	8	1	1	1	0	46	2	1	12	0	3	1	0	35	0	1	0	2	0	2	1	1	1	2	2	1	0	0	2	0	1	0	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	1	2	2	0	0	0	0	0	1	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Facklamia_languida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia_	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Lactobacillus_oris	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	19	0	0	0	0	0	29	0	0	38	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Shigella_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	7	0	0	2	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas_vesicatoria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes_finegoldii	25	36	20	0	9	5	283	355	9	89	110	0	101	479	124	42	29	25	89	11	0	64	18	40	49	2	2	58	24	1	27	0	31	13	4	0	35	0	10	7	34	2	6	9	4	47	85	12	29	30	24	23	5	9	175	0	11	3	46	0	2	0	2	7	26	95	81	20	69	19	1	1	32	12	0	68	29	10	160	291	29	0	75	1	19	43	34	2	1	8	0	18	74	8	6	17	0	23	103	32	113	0	32	218	27	58	0	11	48	5	3	2	0
Proteus_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sp.2-1-56FAA	0	1	5	0	1	6	4	32	0	1	18	0	3	9	4	1	4	34	5	1	0	2	4	7	3	3	1	1	0	0	4	0	4	7	1	0	3	0	1	1	1	1	1	0	1	0	2	0	1	7	2	0	0	0	2	0	2	2	9	0	0	0	0	5	4	15	12	4	0	4	2	1	0	21	0	1	7	11	4	3	1	0	0	9	0	2	4	1	8	3	6	2	12	0	6	0	0	0	4	0	1	0	2	3	0	0	5	0	1	0	0	8	1
Jonquetella_anthropi	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_sp.SSC/2	4	6	4	12	13	26	3	6	1	1	0	9	1	0	9	0	14	0	0	8	1	14	4	0	1	3	4	18	12	12	3	0	8	1	2	0	1	0	17	12	3	0	2	1	2	11	7	0	0	2	6	13	4	2	1	27	21	4	41	2	20	0	0	5	16	8	3	0	6	4	0	2	5	6	0	11	9	0	11	1	8	0	2	6	0	1	0	0	0	0	4	2	14	0	1	5	4	7	4	11	0	17	11	0	8	7	3	1	3	23	16	0	0
Roseburia_inulinivorans	51	112	57	540	521	135	27	46	149	37	17	169	16	9	278	99	54	33	88	257	335	294	77	49	8	466	113	302	85	94	35	11	2128	21	95	28	82	4	419	45	17	8	267	7	19	319	46	0	0	60	224	34	87	22	3	80	482	38	383	18	13	9	13	273	120	28	4	53	37	13	6	23	54	17	0	164	165	279	264	3	58	5	4	40	35	6	61	616	27	22	131	173	24	217	75	38	79	158	46	39	5	34	176	6	23	71	51	100	7	110	394	28	9
Parabacteroides_	15	3	3	0	11	2	8	42	3	16	45	0	9	5	8	36	1	79	13	2	0	13	9	16	14	8	1	0	1	2	7	0	18	3	3	1	16	4	1	0	3	16	1	1	3	2	8	0	0	23	3	4	1	3	1	0	18	1	34	0	0	8	0	2	12	81	1	25	3	1	0	10	2	1	0	4	15	15	3	6	0	0	4	0	1	16	9	6	8	2	6	3	2	4	5	11	0	13	2	0	0	0	4	2	7	2	26	4	1	2	4	4	0
Prevotella_timonensis	0	0	0	0	0	0	0	0	0	3	27	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	16	0	0	2	1	0	2	0	0	0	0	0	2	8	0	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	1	0	0	2	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0
Klebsiella_sp.MS92-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Victivallis_vadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerostipes_	0	0	1	0	1	0	0	1	0	2	6	0	4	2	1	6	0	4	1	0	0	1	0	7	1	5	11	0	11	14	11	0	0	0	0	60	0	332	7	18	2	225	0	6	16	22	1	0	0	0	3	11	0	7	0	4	1	0	2	0	15	72	43	0	0	0	18	3	0	2	0	0	0	3	0	3	0	0	0	2	0	3	2	0	0	0	0	12	0	43	0	0	9	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	4	0	0	21	18
